label,score
NEGATIVE,0.9995044469833374
POSITIVE,0.9901280999183655
NEGATIVE,0.9995075464248657
NEGATIVE,0.9995054006576538
POSITIVE,0.9982221722602844
NEGATIVE,0.999502420425415
NEGATIVE,0.9995007514953613
NEGATIVE,0.9995104074478149
NEGATIVE,0.9995009899139404
NEGATIVE,0.9995139837265015
NEGATIVE,0.9995086193084717
POSITIVE,0.9823834896087646
NEGATIVE,0.9995006322860718
NEGATIVE,0.9994767308235168
NEGATIVE,0.997955322265625
NEGATIVE,0.9994645714759827
NEGATIVE,0.9994857311248779
NEGATIVE,0.9995102882385254
POSITIVE,0.9947762489318848
NEGATIVE,0.999451220035553
NEGATIVE,0.9993613362312317
NEGATIVE,0.9914137125015259
NEGATIVE,0.9995026588439941
NEGATIVE,0.9995079040527344
NEGATIVE,0.9995054006576538
NEGATIVE,0.9995038509368896
NEGATIVE,0.9966772794723511
NEGATIVE,0.9994860887527466
NEGATIVE,0.9995055198669434
NEGATIVE,0.9994988441467285
NEGATIVE,0.9994787573814392
NEGATIVE,0.999512791633606
POSITIVE,0.957820475101471
NEGATIVE,0.9994958639144897
NEGATIVE,0.9995015859603882
NEGATIVE,0.9995111227035522
NEGATIVE,0.9981702566146851
NEGATIVE,0.9994944334030151
NEGATIVE,0.9993900060653687
NEGATIVE,0.9995057582855225
NEGATIVE,0.999506950378418
NEGATIVE,0.9995014667510986
NEGATIVE,0.9994993209838867
NEGATIVE,0.9995089769363403
NEGATIVE,0.9994966983795166
NEGATIVE,0.9995114803314209
POSITIVE,0.9973335266113281
NEGATIVE,0.9988464117050171
NEGATIVE,0.9995132684707642
NEGATIVE,0.999497652053833
NEGATIVE,0.9995051622390747
NEGATIVE,0.9983851909637451
NEGATIVE,0.9982739686965942
NEGATIVE,0.9994999170303345
NEGATIVE,0.9988335967063904
NEGATIVE,0.9995025396347046
NEGATIVE,0.9988625049591064
NEGATIVE,0.9983090162277222
POSITIVE,0.9975589513778687
NEGATIVE,0.9992808699607849
NEGATIVE,0.9994972944259644
NEGATIVE,0.9994382262229919
NEGATIVE,0.9980301260948181
NEGATIVE,0.9942529797554016
NEGATIVE,0.9995043277740479
NEGATIVE,0.999495267868042
NEGATIVE,0.9994902610778809
NEGATIVE,0.9995068311691284
NEGATIVE,0.9995064735412598
NEGATIVE,0.9994896650314331
NEGATIVE,0.9995055198669434
NEGATIVE,0.999495267868042
NEGATIVE,0.9995107650756836
NEGATIVE,0.9968949556350708
NEGATIVE,0.99950110912323
NEGATIVE,0.9983569979667664
NEGATIVE,0.9995008707046509
NEGATIVE,0.9994637370109558
NEGATIVE,0.9918295741081238
NEGATIVE,0.9908499717712402
NEGATIVE,0.989651620388031
NEGATIVE,0.9995064735412598
NEGATIVE,0.9995130300521851
NEGATIVE,0.9995028972625732
NEGATIVE,0.9994971752166748
NEGATIVE,0.9975918531417847
NEGATIVE,0.9994930028915405
NEGATIVE,0.9994760155677795
NEGATIVE,0.9952822327613831
NEGATIVE,0.9995051622390747
NEGATIVE,0.9995099306106567
NEGATIVE,0.9994974136352539
NEGATIVE,0.9995039701461792
NEGATIVE,0.9994876384735107
NEGATIVE,0.9995007514953613
NEGATIVE,0.9994390606880188
NEGATIVE,0.9995100498199463
NEGATIVE,0.9994833469390869
NEGATIVE,0.9933488965034485
NEGATIVE,0.9993975162506104
NEGATIVE,0.9967553019523621
NEGATIVE,0.9991148114204407
NEGATIVE,0.9994876384735107
NEGATIVE,0.9984955787658691
NEGATIVE,0.9991186261177063
NEGATIVE,0.9994356036186218
NEGATIVE,0.9995017051696777
NEGATIVE,0.9994947910308838
NEGATIVE,0.9995087385177612
NEGATIVE,0.9994231462478638
NEGATIVE,0.9995052814483643
NEGATIVE,0.999496579170227
NEGATIVE,0.9995139837265015
NEGATIVE,0.9994269609451294
NEGATIVE,0.9994489550590515
NEGATIVE,0.9995009899139404
NEGATIVE,0.9994531273841858
NEGATIVE,0.999503493309021
NEGATIVE,0.9994230270385742
NEGATIVE,0.999504804611206
NEGATIVE,0.9995126724243164
NEGATIVE,0.9945882558822632
NEGATIVE,0.9994514584541321
NEGATIVE,0.9994957447052002
NEGATIVE,0.9994925260543823
NEGATIVE,0.9995039701461792
POSITIVE,0.9984856247901917
