pretrainedPred
"{'label': 'NEGATIVE', 'score': 0.9995044469833374}"
"{'label': 'POSITIVE', 'score': 0.9901280999183655}"
"{'label': 'NEGATIVE', 'score': 0.9995075464248657}"
"{'label': 'NEGATIVE', 'score': 0.9995054006576538}"
"{'label': 'POSITIVE', 'score': 0.9982221722602844}"
"{'label': 'NEGATIVE', 'score': 0.999502420425415}"
"{'label': 'NEGATIVE', 'score': 0.9995007514953613}"
"{'label': 'NEGATIVE', 'score': 0.9995104074478149}"
"{'label': 'NEGATIVE', 'score': 0.9995009899139404}"
"{'label': 'NEGATIVE', 'score': 0.9995139837265015}"
"{'label': 'NEGATIVE', 'score': 0.9995086193084717}"
"{'label': 'POSITIVE', 'score': 0.9823834896087646}"
"{'label': 'NEGATIVE', 'score': 0.9995006322860718}"
"{'label': 'NEGATIVE', 'score': 0.9994767308235168}"
"{'label': 'NEGATIVE', 'score': 0.997955322265625}"
"{'label': 'NEGATIVE', 'score': 0.9994645714759827}"
"{'label': 'NEGATIVE', 'score': 0.9994857311248779}"
"{'label': 'NEGATIVE', 'score': 0.9995102882385254}"
"{'label': 'POSITIVE', 'score': 0.9947762489318848}"
"{'label': 'NEGATIVE', 'score': 0.999451220035553}"
"{'label': 'NEGATIVE', 'score': 0.9993613362312317}"
"{'label': 'NEGATIVE', 'score': 0.9914137125015259}"
"{'label': 'NEGATIVE', 'score': 0.9995026588439941}"
"{'label': 'NEGATIVE', 'score': 0.9995079040527344}"
"{'label': 'NEGATIVE', 'score': 0.9995054006576538}"
"{'label': 'NEGATIVE', 'score': 0.9995038509368896}"
"{'label': 'NEGATIVE', 'score': 0.9966772794723511}"
"{'label': 'NEGATIVE', 'score': 0.9994860887527466}"
"{'label': 'NEGATIVE', 'score': 0.9995055198669434}"
"{'label': 'NEGATIVE', 'score': 0.9994988441467285}"
"{'label': 'NEGATIVE', 'score': 0.9994787573814392}"
"{'label': 'NEGATIVE', 'score': 0.999512791633606}"
"{'label': 'POSITIVE', 'score': 0.957820475101471}"
