pretrainedPred
"{'label': 'POSITIVE', 'score': 0.9987873435020447}"
"{'label': 'NEGATIVE', 'score': 0.9994841814041138}"
"{'label': 'NEGATIVE', 'score': 0.9995006322860718}"
"{'label': 'NEGATIVE', 'score': 0.9957457184791565}"
"{'label': 'NEGATIVE', 'score': 0.9994244575500488}"
"{'label': 'NEGATIVE', 'score': 0.9995090961456299}"
"{'label': 'NEGATIVE', 'score': 0.9995049238204956}"
"{'label': 'NEGATIVE', 'score': 0.9995087385177612}"
"{'label': 'NEGATIVE', 'score': 0.999508261680603}"
"{'label': 'NEGATIVE', 'score': 0.9994982481002808}"
"{'label': 'NEGATIVE', 'score': 0.9872874021530151}"
"{'label': 'NEGATIVE', 'score': 0.9994889497756958}"
"{'label': 'NEGATIVE', 'score': 0.9994828701019287}"
"{'label': 'NEGATIVE', 'score': 0.9995025396347046}"
"{'label': 'NEGATIVE', 'score': 0.9994893074035645}"
"{'label': 'NEGATIVE', 'score': 0.9995126724243164}"
"{'label': 'NEGATIVE', 'score': 0.9995049238204956}"
"{'label': 'NEGATIVE', 'score': 0.9994617104530334}"
"{'label': 'NEGATIVE', 'score': 0.9994679093360901}"
"{'label': 'NEGATIVE', 'score': 0.9995086193084717}"
"{'label': 'NEGATIVE', 'score': 0.9986718893051147}"
"{'label': 'NEGATIVE', 'score': 0.9994980096817017}"
"{'label': 'NEGATIVE', 'score': 0.9991349577903748}"
"{'label': 'NEGATIVE', 'score': 0.999505877494812}"
"{'label': 'NEGATIVE', 'score': 0.9994974136352539}"
"{'label': 'NEGATIVE', 'score': 0.9994698166847229}"
"{'label': 'NEGATIVE', 'score': 0.9995005130767822}"
"{'label': 'NEGATIVE', 'score': 0.9963018894195557}"
"{'label': 'NEGATIVE', 'score': 0.9994895458221436}"
"{'label': 'NEGATIVE', 'score': 0.9995125532150269}"
"{'label': 'NEGATIVE', 'score': 0.999510645866394}"
"{'label': 'NEGATIVE', 'score': 0.99950110912323}"
"{'label': 'NEGATIVE', 'score': 0.9968447685241699}"
"{'label': 'NEGATIVE', 'score': 0.9995121955871582}"
"{'label': 'NEGATIVE', 'score': 0.999510645866394}"
"{'label': 'NEGATIVE', 'score': 0.9981887936592102}"
"{'label': 'NEGATIVE', 'score': 0.9994876384735107}"
"{'label': 'NEGATIVE', 'score': 0.999503493309021}"
"{'label': 'NEGATIVE', 'score': 0.9995037317276001}"
"{'label': 'POSITIVE', 'score': 0.9979846477508545}"
"{'label': 'NEGATIVE', 'score': 0.9995042085647583}"
"{'label': 'NEGATIVE', 'score': 0.9435030221939087}"
"{'label': 'NEGATIVE', 'score': 0.9970056414604187}"
"{'label': 'NEGATIVE', 'score': 0.9991891980171204}"
"{'label': 'NEGATIVE', 'score': 0.9994601607322693}"
"{'label': 'NEGATIVE', 'score': 0.9995075464248657}"
"{'label': 'NEGATIVE', 'score': 0.9995020627975464}"
"{'label': 'NEGATIVE', 'score': 0.999506950378418}"
"{'label': 'NEGATIVE', 'score': 0.9994365572929382}"
"{'label': 'NEGATIVE', 'score': 0.9995020627975464}"
"{'label': 'NEGATIVE', 'score': 0.9991142153739929}"
"{'label': 'NEGATIVE', 'score': 0.9995113611221313}"
"{'label': 'NEGATIVE', 'score': 0.9995102882385254}"
"{'label': 'POSITIVE', 'score': 0.9958837628364563}"
"{'label': 'NEGATIVE', 'score': 0.9994812607765198}"
"{'label': 'NEGATIVE', 'score': 0.9990823268890381}"
"{'label': 'NEGATIVE', 'score': 0.9995126724243164}"
"{'label': 'NEGATIVE', 'score': 0.9994833469390869}"
"{'label': 'NEGATIVE', 'score': 0.9994988441467285}"
"{'label': 'NEGATIVE', 'score': 0.9995043277740479}"
"{'label': 'NEGATIVE', 'score': 0.9994922876358032}"
"{'label': 'POSITIVE', 'score': 0.9982417821884155}"
"{'label': 'NEGATIVE', 'score': 0.9990899562835693}"
"{'label': 'NEGATIVE', 'score': 0.9995098114013672}"
"{'label': 'NEGATIVE', 'score': 0.9995077848434448}"
"{'label': 'NEGATIVE', 'score': 0.9995028972625732}"
"{'label': 'NEGATIVE', 'score': 0.9995113611221313}"
"{'label': 'NEGATIVE', 'score': 0.9994843006134033}"
"{'label': 'NEGATIVE', 'score': 0.9994764924049377}"
"{'label': 'NEGATIVE', 'score': 0.9986794590950012}"
"{'label': 'NEGATIVE', 'score': 0.9993951320648193}"
"{'label': 'NEGATIVE', 'score': 0.9994980096817017}"
"{'label': 'NEGATIVE', 'score': 0.9995070695877075}"
"{'label': 'POSITIVE', 'score': 0.9706150889396667}"
"{'label': 'POSITIVE', 'score': 0.9932803511619568}"
"{'label': 'NEGATIVE', 'score': 0.9994907379150391}"
"{'label': 'NEGATIVE', 'score': 0.9995018243789673}"
"{'label': 'NEGATIVE', 'score': 0.9987912774085999}"
"{'label': 'NEGATIVE', 'score': 0.9994940757751465}"
"{'label': 'POSITIVE', 'score': 0.995792031288147}"
"{'label': 'NEGATIVE', 'score': 0.9994887113571167}"
"{'label': 'NEGATIVE', 'score': 0.998223602771759}"
"{'label': 'NEGATIVE', 'score': 0.9995123147964478}"
"{'label': 'NEGATIVE', 'score': 0.9994511008262634}"
"{'label': 'POSITIVE', 'score': 0.9930900931358337}"
"{'label': 'NEGATIVE', 'score': 0.9995099306106567}"
"{'label': 'NEGATIVE', 'score': 0.9982808828353882}"
"{'label': 'NEGATIVE', 'score': 0.9994682669639587}"
"{'label': 'NEGATIVE', 'score': 0.9995023012161255}"
"{'label': 'POSITIVE', 'score': 0.9935956597328186}"
