label,score
POSITIVE,0.9987873435020447
NEGATIVE,0.9994841814041138
NEGATIVE,0.9995006322860718
NEGATIVE,0.9957457184791565
NEGATIVE,0.9994244575500488
NEGATIVE,0.9995090961456299
NEGATIVE,0.9995049238204956
NEGATIVE,0.9995087385177612
NEGATIVE,0.999508261680603
NEGATIVE,0.9994982481002808
NEGATIVE,0.9872874021530151
NEGATIVE,0.9994889497756958
NEGATIVE,0.9994828701019287
NEGATIVE,0.9995025396347046
NEGATIVE,0.9994893074035645
NEGATIVE,0.9995126724243164
NEGATIVE,0.9995049238204956
NEGATIVE,0.9994617104530334
NEGATIVE,0.9994679093360901
NEGATIVE,0.9995086193084717
NEGATIVE,0.9986718893051147
NEGATIVE,0.9994980096817017
NEGATIVE,0.9991349577903748
NEGATIVE,0.999505877494812
NEGATIVE,0.9994974136352539
NEGATIVE,0.9994698166847229
NEGATIVE,0.9995005130767822
NEGATIVE,0.9963018894195557
NEGATIVE,0.9994895458221436
NEGATIVE,0.9995125532150269
NEGATIVE,0.999510645866394
NEGATIVE,0.99950110912323
NEGATIVE,0.9968447685241699
NEGATIVE,0.9995121955871582
NEGATIVE,0.999510645866394
NEGATIVE,0.9981887936592102
NEGATIVE,0.9994876384735107
NEGATIVE,0.999503493309021
NEGATIVE,0.9995037317276001
POSITIVE,0.9979846477508545
NEGATIVE,0.9995042085647583
NEGATIVE,0.9435030221939087
NEGATIVE,0.9970056414604187
NEGATIVE,0.9991891980171204
NEGATIVE,0.9994601607322693
NEGATIVE,0.9995075464248657
NEGATIVE,0.9995020627975464
NEGATIVE,0.999506950378418
NEGATIVE,0.9994365572929382
NEGATIVE,0.9995020627975464
NEGATIVE,0.9991142153739929
NEGATIVE,0.9995113611221313
NEGATIVE,0.9995102882385254
POSITIVE,0.9958837628364563
NEGATIVE,0.9994812607765198
NEGATIVE,0.9990823268890381
NEGATIVE,0.9995126724243164
NEGATIVE,0.9994833469390869
NEGATIVE,0.9994988441467285
NEGATIVE,0.9995043277740479
NEGATIVE,0.9994922876358032
POSITIVE,0.9982417821884155
NEGATIVE,0.9990899562835693
NEGATIVE,0.9995098114013672
NEGATIVE,0.9995077848434448
NEGATIVE,0.9995028972625732
NEGATIVE,0.9995113611221313
NEGATIVE,0.9994843006134033
NEGATIVE,0.9994764924049377
NEGATIVE,0.9986794590950012
NEGATIVE,0.9993951320648193
NEGATIVE,0.9994980096817017
NEGATIVE,0.9995070695877075
POSITIVE,0.9706150889396667
POSITIVE,0.9932803511619568
NEGATIVE,0.9994907379150391
NEGATIVE,0.9995018243789673
NEGATIVE,0.9987912774085999
NEGATIVE,0.9994940757751465
POSITIVE,0.995792031288147
NEGATIVE,0.9994887113571167
NEGATIVE,0.998223602771759
NEGATIVE,0.9995123147964478
NEGATIVE,0.9994511008262634
POSITIVE,0.9930900931358337
NEGATIVE,0.9995099306106567
NEGATIVE,0.9982808828353882
NEGATIVE,0.9994682669639587
NEGATIVE,0.9995023012161255
POSITIVE,0.9935956597328186
NEGATIVE,0.9994920492172241
NEGATIVE,0.9994731545448303
NEGATIVE,0.9986829161643982
NEGATIVE,0.9994951486587524
NEGATIVE,0.9994950294494629
NEGATIVE,0.9992917776107788
NEGATIVE,0.999495267868042
POSITIVE,0.9960731267929077
POSITIVE,0.909616231918335
NEGATIVE,0.9995114803314209
NEGATIVE,0.9995136260986328
NEGATIVE,0.9995001554489136
NEGATIVE,0.9992585778236389
NEGATIVE,0.9994679093360901
NEGATIVE,0.9995113611221313
NEGATIVE,0.9995101690292358
NEGATIVE,0.9995100498199463
NEGATIVE,0.9995113611221313
POSITIVE,0.9986791014671326
NEGATIVE,0.9994981288909912
POSITIVE,0.9950777292251587
NEGATIVE,0.9994899034500122
NEGATIVE,0.9994930028915405
NEGATIVE,0.9992464780807495
NEGATIVE,0.9995094537734985
NEGATIVE,0.9995120763778687
NEGATIVE,0.9995006322860718
NEGATIVE,0.9995113611221313
NEGATIVE,0.9995030164718628
POSITIVE,0.9987108707427979
NEGATIVE,0.9994944334030151
NEGATIVE,0.9995080232620239
NEGATIVE,0.9961666464805603
POSITIVE,0.9955829977989197
NEGATIVE,0.9993461966514587
NEGATIVE,0.9995145797729492
NEGATIVE,0.9994955062866211
NEGATIVE,0.9994983673095703
NEGATIVE,0.9979312419891357
NEGATIVE,0.999510645866394
NEGATIVE,0.9994931221008301
NEGATIVE,0.999503493309021
NEGATIVE,0.9982043504714966
NEGATIVE,0.9995059967041016
NEGATIVE,0.9994829893112183
NEGATIVE,0.9994860887527466
NEGATIVE,0.999421238899231
NEGATIVE,0.987389326095581
NEGATIVE,0.9994204044342041
NEGATIVE,0.9995019435882568
NEGATIVE,0.9993268251419067
NEGATIVE,0.9994980096817017
NEGATIVE,0.999446451663971
NEGATIVE,0.9994495511054993
NEGATIVE,0.9994727969169617
POSITIVE,0.9960123300552368
NEGATIVE,0.9995043277740479
NEGATIVE,0.999492883682251
NEGATIVE,0.9994532465934753
NEGATIVE,0.9994961023330688
NEGATIVE,0.9995038509368896
NEGATIVE,0.9995121955871582
NEGATIVE,0.9995061159133911
NEGATIVE,0.9995124340057373
NEGATIVE,0.9993636012077332
POSITIVE,0.9885436296463013
NEGATIVE,0.9994862079620361
NEGATIVE,0.9995056390762329
NEGATIVE,0.9974756836891174
NEGATIVE,0.9994947910308838
NEGATIVE,0.9994982481002808
NEGATIVE,0.9995105266571045
NEGATIVE,0.9995008707046509
NEGATIVE,0.9931756854057312
NEGATIVE,0.9995052814483643
NEGATIVE,0.9995125532150269
NEGATIVE,0.9995027780532837
NEGATIVE,0.9994787573814392
NEGATIVE,0.9994787573814392
NEGATIVE,0.9995046854019165
NEGATIVE,0.9994780421257019
NEGATIVE,0.9995031356811523
NEGATIVE,0.9995112419128418
NEGATIVE,0.9972176551818848
NEGATIVE,0.9995063543319702
NEGATIVE,0.9995096921920776
